"","","Cluster","SAMN06465201","SAMN06465179","SAMN06465197","SAMN06465194","SAMN06465190","SAMN06465187","SAMN06465183","SAMN06465181","SAMN06465177","SAMN06465174","SAMN06465172","SAMN06465170","SAMN06465168","SAMN06465165","SAMN06465163","SAMN06465160","SAMN06465157","SAMN06465155","SAMN06465152","SAMN06465150","SAMN06465148","SAMN06465146","SAMN06465144","SAMN06465142","SAMN06465276","SAMN06465275","SAMN06465273","SAMN06465272","SAMN06465270","SAMN06465269","SAMN06465268","SAMN06465267"
"AT3G13840","SCL29","B","-0.477012440705068","-1.03232243678715","-0.307587699231217","-1.33111349034452","-0.520080607362526","-1.83049083994072","-1.83049083994072","-0.646738036302942","-1.47763885782598","-1.83049083994072","-1.83049083994072","-1.83049083994072","-1.33554359883876","-1.83049083994072","-1.83049083994072","-1.83049083994072","1.70106971049843","0.900734171675004","1.40153790573887","0.784517721100891","0.661233038128912","1.94422619290643","1.91125421889105","1.3135590821178","1.4129710818782","1.45970421600108","2.24062169983299","2.02059896485739","0.566360752243594","1.65418403801565","0.562074791336067","1.23731630170155"
"AT4G37810","EPFL2","B","-1.23769840849649","-1.66543113579776","-1.94524969322171","-1.95015606792691","-2.17534439120152","-1.29351359325849","-0.566852321868816","-1.79072885883599","0.286983637194902","-0.441072646840887","-1.313216844631","-0.0774214871846777","-2.97448166247376","-1.09787223615601","-1.30098050587285","-1.17333449256446","1.66619248985685","1.51002572981806","2.19805218987395","1.53563466904789","1.26104188271028","0.999072184726897","1.03086324197606","1.13813445974425","2.10181570687143","1.84536541941857","1.44579027745852","1.72575857612085","0.388124022221151","0.701325552620554","0.629426067317117","0.53974823935402"
"AT5G38020","","B","-1.62905204733449","-2.01590931901031","-2.51692675133993","-2.73459858741227","-1.4840159113364","-1.29033879199563","-0.653166065673119","-3.10853416000554","-0.722997791147177","-0.0997517835542627","-0.686721741946716","0.65855127520693","0.426159145553063","0.623836649974287","0.874225111367474","0.310513257794081","-0.237054706533108","-0.273557733619098","0.0274191449032344","0.27895430422412","-0.020010640530046","-0.281471004161501","-0.385004419600765","0.0852883025502997","2.51919401285294","2.48834078349743","2.27599860907781","2.47179239569666","1.02969189410299","1.46979086886986","1.32335915196141","1.27599654756776"
"AT1G05560","UGT1","B","-0.0911537306056394","-0.093813413310218","-0.336824340697598","0.426334560541596","0.188487377257172","-2.3804531412548","0.465518496470153","-1.4142058314919","-2.02760115914007","-2.3804531412548","-0.0685477053222794","0.765393976728742","0.535700051534759","1.46358615022938","0.734675394765274","0.294031588935146","1.8004148349949","1.41919792572034","0.901264882703052","-2.3804531412548","1.25135891711652","-1.18695244035412","0.506113018524159","1.60639263825019","2.09794070006315","-2.3804531412548","1.50778915737839","1.75722169748629","0.379205219486471","-2.3804531412548","1.40119088026499","-2.3804531412548"
"AT4G13290","CYP71A19","B","-1.27921699192657","-2.75717410726008","-2.66056445977797","-2.25161860480648","-1.50443247990467","-1.36398949458351","-0.577049960217033","-3.12493104816112","-1.02433170072642","-0.502958491717994","-2.02313270951069","0.733104958078203","-0.307730883067821","0.20690096600505","0.282520365947933","-0.67291221902398","1.07988510544231","1.29018624312965","0.945917953452382","1.39991754994148","0.996928098873978","0.626679228245213","0.928081504242575","1.03577113773314","2.05557361508267","1.82325895486492","1.6886925891544","1.50850836878341","0.636396525577304","0.851212141476818","1.11921449159004","0.841293353062875"
"AT5G65590","DOF5.7","B","-1.23528711558696","-0.40009484393326","-1.70914537060926","-1.70914537060926","0.0844873465691265","-0.569343587435454","0.174968271860279","-0.336423578802826","-1.70914537060926","-1.70914537060926","-1.70914537060926","-1.70914537060926","-0.102065518210499","-1.70914537060926","-1.70914537060926","-0.0905260199026174","2.50859400085708","2.31548642210677","2.57166381097176","2.55054394693175","1.21807282905255","1.74092140579245","0.813095806079728","2.22025072509681","1.1350952091494","0.880268149226379","0.139406946148547","-0.391654492136467","0.102211028196557","0.697990499757558","-1.36923101327275","-0.985267263641847"
"AT1G68040","","B","-1.38927221997565","-1.38927221997565","-1.38927221997565","-1.38927221997565","-1.07117320452774","-1.38927221997565","-1.045436829369","-0.991012360087112","-1.38927221997565","-1.38927221997565","-1.38927221997565","-1.38927221997565","-1.38927221997565","-1.38927221997565","-1.38927221997565","-0.889324778578687","2.05163654342022","1.85261194131789","1.94048051349935","1.17453847313054","0.186972693462311","1.0471061664198","1.82044919838665","-0.890885796963542","2.55773757309877","1.73291068547246","1.28944853277404","2.05521435326243","1.52247206624792","0.95489316112137","0.126627002279058","1.24600070534108"
"AT5G50130","","B","-0.801700488000313","-1.09719609996885","-1.34096503945277","-0.24125750617087","-0.881752787165142","-1.19114642335006","0.212296870021987","-1.07476895209891","-2.04101626186181","-2.04101626186181","-1.25778677013603","-2.04101626186181","-1.17823684396048","-1.22260732054091","-2.04101626186181","-2.04101626186181","1.91826754627129","2.02468844831617","2.02971781370529","1.81262559207129","2.55129013123838","1.45679563519284","1.72280651607531","1.03406946556313","0.708175880886097","0.590733751389227","1.03005051575305","0.680621097138936","0.487172485727517","0.963061927808707","1.08078863386502","0.189337229129183"
"AT5G59305","CLE46","B","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","-0.316247758740587","-1.40138497716511","-1.40138497716511","-1.40138497716511","-1.40138497716511","1.76559393414594","1.64915996078341","2.81700034384228","2.00620613769288","1.21214147616696","1.66120085963039","1.63779798838584","1.26859995941562","1.44285560259355","0.254334483071393","1.0322010312888","0.782662441400934","1.55768907095687","1.00575089320171","0.1145142450896","1.12931398855102"
"AT2G27402","","B","-1.33475856238216","-1.21743018455382","-0.604156506431701","-2.01743924243633","-1.69218494869181","-1.24165531978756","-2.01085062264513","-1.82894834946645","-1.78304967868717","-1.02365194325789","-1.75287145480107","-0.884864307521598","-1.76553412694591","-1.02087248797988","-0.659703330445209","-0.579520511872667","1.94872539921927","1.57236299399751","1.25563478501591","1.61365542327692","1.7414384508585","1.59020051710102","1.660775187373","0.820534605039088","1.69885462772843","1.53078552021404","0.954976940183798","1.4048347290881","0.832306790992053","0.888003288036334","0.583016457343948","1.32138586243841"
"AT3G57920","SPL15","B","-1.1328085746625","-1.16460121014923","-0.665688313709718","-1.9627696133028","-1.38419456933885","-1.69903257301615","-1.34147760932912","-1.9627696133028","-1.60991763118807","-1.21070851191992","-0.00525761694369686","-0.698550533705748","-1.46782237220084","-1.1443606719819","-1.17203154493412","-1.9627696133028","1.62620804373395","2.34470560424901","-0.168092849237839","1.38554271755603","1.72558552288138","1.27874881447394","1.68712244118844","1.11231611412214","1.47608972994905","1.35361920973215","0.108205635639449","2.11241459929228","1.12963461788928","0.868397933405084","1.0204917892935","1.52377064882042"
"AT5G63580","FLS2","B","-0.410741512963263","-0.551258826881878","-2.06081797493498","0.658068578346695","0.0941587299530582","-0.05765881125419","-0.674141410050078","-1.66255811504644","-1.42467787762917","-2.06081797493498","-2.06081797493498","-1.1801849899246","-2.06081797493498","-0.95971243149214","-0.993909807899537","-2.06081797493498","1.71283266195915","2.19435164057637","2.51708795133164","2.35138627925156","1.69963761552675","1.6746068576983","1.41275537886868","1.33020080426319","1.07403237952253","-0.177782373161889","0.524785364737417","0.778301370173191","-0.356499737057558","0.406654426200564","0.822090109074067","-0.497734379447534"
"AT1G64370","","B","-0.578721244051394","-1.51725673882393","-1.78388011752955","-0.890012701493504","-1.83984997854582","-1.2155357240933","-1.05578647260058","-1.76162877216425","-1.15859268257914","-1.64879119434299","-2.44624054248614","-0.78209430938254","-1.34969151399214","-1.53961704790008","-0.869039510081413","-1.03835028631503","1.76445558264727","1.61707619454395","1.5436866044074","1.26989000109699","0.717297937912008","0.987540568231385","0.98071199993521","1.31217682614132","1.65822786173051","1.77026775727616","1.08076133038489","1.76650113308504","1.25746040827473","1.44324027846362","1.026091531942","1.27970282030931"
"AT5G50590","HSD4","B","-0.760744592635436","-1.23460284765774","-0.961758493573582","-1.23460284765774","-1.23460284765774","-1.23460284765774","-0.613310843684053","-1.23460284765774","-1.23460284765774","-1.23460284765774","-1.23460284765774","-1.23460284765774","-0.371823429756404","-1.23460284765774","-1.23460284765774","-1.23460284765774","2.53904778923639","2.00728131363581","2.07133243702328","2.01995802538457","2.07554401678253","2.48076715908314","2.26551701541368","1.33867294949011","1.51458929509017","0.576568073778617","-0.748956272206564","1.00748338307333","-0.0615646278814954","0.00370824779567913","-1.23460284765774","-0.332474426499202"
"AT5G50690","HSD4","B","-0.760744592635436","-1.23460284765774","-0.961758493573582","-1.23460284765774","-1.23460284765774","-1.23460284765774","-0.613310843684053","-1.23460284765774","-1.23460284765774","-1.23460284765774","-1.23460284765774","-1.23460284765774","-0.371823429756404","-1.23460284765774","-1.23460284765774","-1.23460284765774","2.53904778923639","2.00728131363581","2.07133243702328","2.01995802538457","2.07554401678253","2.48076715908314","2.26551701541368","1.33867294949011","1.51458929509017","0.576568073778617","-0.748956272206564","1.00748338307333","-0.0615646278814954","0.00370824779567913","-1.23460284765774","-0.332474426499202"
"ATMG00920","ORF215B","B","-0.262879770116683","0.136776066296908","0.567341153513947","1.3317586044265","-1.59485721664049","0.016146985800507","1.03716720200182","-0.540234440281965","0.600637177149143","-1.16089513070552","-1.9129562320884","-1.9129562320884","0.546989784647969","-1.9129562320884","-1.9129562320884","-1.9129562320884","-1.9129562320884","-1.9129562320884","-1.18307667547343","1.43535609877043","1.21839407888423","-1.9129562320884","0.444837675969194","1.80651915486988","0.884542741889416","1.57457041238572","1.9752860665448","0.490428147193171","1.33998190384192","1.3513407480258","1.65907723283597","1.62844185487796"
"AT5G12280","","B","-1.22632464262532","-2.09711179209031","-0.451628464845149","-2.34166160040698","-0.769502419143037","-2.34166160040698","-2.34166160040698","-1.94340174051844","-0.928882049238852","-0.439862519794187","-1.05362321531784","-1.4610286153966","-0.391236290928251","-0.801311758615093","-1.04305106330156","1.05418637284638","0.747858896705382","1.35715789737424","-0.416183293791374","1.33050327296538","1.10586929328753","1.29057931511954","0.802243245824224","0.231614196740867","0.830308584197673","1.37947943272265","2.23196473907814","1.50942820439112","1.77213783634478","1.56957865473034","1.19777744299175","1.63744528150696"
"AT5G45630","","B","-1.5990257953277","-1.61077333763221","-0.440917005370635","-1.58413455034414","-0.544912913370686","-1.00545330743713","-1.85532314594888","-1.85532314594888","-0.442543594780748","-1.85532314594888","-1.85532314594888","-1.21304797173636","2.99419113849627","-1.03691420462798","-1.06458507758019","3.7236249470874","-0.330240030950072","0.245692214952955","0.0701551606667299","0.14118245748343","0.356789417757456","0.927871528574883","1.32186527750858","0.905293426804272","0.624612115128195","1.07667034052264","0.681366174638265","1.02092296295687","0.672865601640454","1.65825614570476","1.30985620240191","0.562625260628264"
"AT1G01190","CYP78A8","B","-0.640648213296999","-1.25866383538089","-1.25666864593837","-0.652482213968397","-1.38578052047606","-1.52032957979674","-2.31721191538769","-1.99864697544364","-1.56659464599366","-0.279471016078368","-1.41385677089097","-1.24547576489355","-0.379039609662114","-2.03398865191735","-1.40057508000442","-1.26257792959113","1.58508417132751","1.60824695015692","1.53427227613087","1.86658709799541","1.139668853742","1.31916397011073","1.46875492816007","1.32708753810337","0.86566140224487","0.870727343736006","0.907345324894528","1.08099721427836","1.46692412441316","1.45700762855631","0.232538962540808","1.88194358232944"
"AT2G01520","MLP328","B","-1.66348659621546","-2.27279904143867","-2.06613655055859","-2.06582418119762","-1.55570168107435","-1.2510567929553","-0.675926152383948","-3.03763092586258","-2.39750559121855","0.4856604164759","-1.64794350117729","0.485677687625261","0.361212998339868","1.15591904928931","1.17122925772857","0.955740683772241","0.676408359528244","0.476942679145571","-0.648605711077778","0.421765300201359","0.658351221347392","0.578176257626344","0.399511089508707","0.678707379087848","1.18845204981945","1.64818687020955","1.62385031652883","1.66060612942624","1.03090203809688","1.26432694464412","1.32593092960399","1.03505906715447"
"AT4G21760","BGLU47","B","0.635249043676179","0.659491844708405","0.494696917619549","-0.0946671683264375","-0.456090793035011","-1.30199739928831","-1.09968431716663","-1.03161062501642","0.0764261946665821","-2.29136597868348","-2.90512667420713","-0.205762444289284","-1.84473654184907","-1.36378615168515","-1.01851066050332","-3.32264323734602","1.57565283740921","1.18730070888859","2.16140966862237","1.42954161614794","-0.049019266307587","1.32031701737044","0.561343779256836","1.14334775593566","1.90080169511351","1.40665541883678","0.80757988910299","1.65754093473975","-0.257195236998808","0.878139602087034","-0.497653831482674","-0.155644597996506"
"AT2G02060","","B","-0.0886163359621954","-1.53099759564104","-1.28453879735452","-1.71340142415883","-0.674179787185379","-0.396819032121166","-0.93043316790119","-1.98459001976357","-1.63173803764884","-1.98459001976357","-0.926988296047921","-1.98459001976357","-0.585650393441016","-1.98459001976357","-1.53571059498108","0.689894710426382","1.68644355461264","1.76552598726713","1.90571202110504","1.91106580783823","0.464135373738133","1.41609729838802","1.25694691889867","1.46208775833217","1.59904198817428","1.61383249000788","1.18601853310726","1.21826253906546","0.479424185132762","0.596475188166295","0.407975611513214","-0.421506424276125"
"AT2G19572","","B","-1.56407531364231","-0.714309610513069","0.102931371621776","-0.37702259654366","-0.114507976397429","1.16981926369246","1.27392504352705","0.0148150382718519","-3.38264835125604","-0.290750600084333","-3.38264835125604","0.98385586411126","0.834471937166719","-0.0928446791906223","-0.860407949465199","-3.38264835125604","0.0267315765181033","-0.995797631368776","0.442120776460061","0.289516522116321","1.17971615777336","0.291755771569431","1.66067035792577","0.424493327270222","-0.735211115220058","0.96482066758638","0.2961324652202","0.180429170437627","1.72081953086714","1.7735928160614","1.05851330504571","1.20374156295074"
"AT1G30515","","B","-1.04461219291277","-1.3767234053391","-0.92578184636868","-1.52189077910329","-1.30333079390914","-1.47165035105306","-1.19351746702256","-1.13141417123342","-0.938217403570006","-1.26956077685653","-1.33604065555631","-0.0403634124708914","-2.6336974799862","-1.57533435789881","-0.953968440338466","-1.09199306709157","1.49028137029593","1.34423331980765","2.03322470630784","1.64945781411016","0.700747082829111","1.12613628728923","0.980618877000855","0.82952548458668","2.25929268110983","1.92867655637727","1.41532821540938","1.70030712760503","0.707154399223779","1.0961284922939","-0.0494282977390039","0.596412484203166"
"AT1G80320","","B","-1.44694080925776","-1.03429083906354","-0.21629858078755","-1.93077938480457","-1.81001103007589","-0.949380021040081","-1.57044352565865","-0.975309905220828","-1.24480961760537","-2.80041920849341","-0.597250950643953","-0.584701446638562","0.0353105263177547","-0.651299536324371","-0.829625521247756","-1.39081203000073","2.08905446357061","1.77221445022879","1.52845445348221","1.55269943671919","0.960036381968318","0.974297824353735","1.79083010411996","0.409448110968124","2.49355257099394","1.13868371862292","0.71124424603514","1.98034903438332","0.20448107305273","0.562473684259362","-0.828647222048498","0.657889549835431"
"AT3G02100","UGT83A1","B","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-0.433219840367653","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","-1.21644933209344","2.02404029713045","2.02543482920011","2.15979018917715","0.616697477546091","0.888964442983212","1.71319371460866","2.52529572673833","-0.348343041040055","2.25255011818798","1.49641945648999","1.1060939736518","1.76576714453982","0.108840748615867","0.38706796173497","0.654138140671346","-0.695991358466488"
"AT1G07373","","B","-2.06566072961933","-1.46255181277233","-2.13561269612649","-2.43533667979199","0.292066412918513","0.131804224434497","1.11817010518303","-1.61548892989845","-0.268622479459612","1.2956920533633","-0.891958208805254","0.305696704853342","1.56487398344047","1.56529075282615","1.92376382951172","-0.830986391233479","0.564474364891431","-0.625736434594579","0.11629854094561","0.651491608673791","2.05728368656561","-1.46738012928349","0.624266748024948","0.681869276024167","0.841706719985029","2.0000899248199","-1.62637588568665","-1.31052515967347","1.99510083105838","1.28639004983245","-1.33320451703592","-0.94688976337131"
"AT5G37990","","B","-1.55133549846614","-2.79712400838527","-1.96121253758787","-2.85255427319316","-0.778336925888423","-0.168534849921006","0.451839900152674","-2.96422571361646","-1.96375994630017","-0.068628223766833","-1.84959711020115","0.985028619691187","0.842861416989782","1.47071227497934","1.39720157160319","0.637688139736348","0.0733618809287719","-0.0627244129816873","-0.279054719241071","0.0992206262132047","0.779284470488246","0.439751377701143","0.0873646651005444","0.738837353836763","1.2713915071328","1.55309675955903","1.42627430170833","1.4964448143775","0.78271412363357","1.12257260682171","0.982022214291922","0.659419594603207"
"AT2G26695","","B","-1.01440199621339","0.0212988968174082","-0.98605698626581","-0.988882901639498","-1.48826025123569","-0.348458468061887","-0.634361811064411","0.201227322346684","-1.48826025123569","-1.48826025123569","-1.48826025123569","-1.48826025123569","-1.48826025123569","-1.48826025123569","-1.0393808264532","-1.48826025123569","2.26041225770528","2.40563317473277","2.664877559275","1.40079179678169","-0.0813939440509763","1.4413827954664","1.43800016667261","1.9854619587449","1.30923872274212","0.591102222285531","1.39993010082915","1.424181111411","-1.16521062367052","0.218986119136181","-0.44370817607409","-0.154586461567402"
"AT5G66280","GMD1","B","0.699651858127927","-0.569792804769991","0.920644323552372","0.496428217687846","0.29922750005184","0.00592817453038741","0.637967824168763","0.877017606486952","0.581641852554791","-0.85006961038991","-0.0663710545832235","0.0654809025871845","-1.92424375918279","0.967636662359816","-0.440781364071841","-6.75313107895802","0.346557463937943","0.343158503411104","0.499109939735096","0.221159557886136","0.25624171468689","0.133263754229692","0.544886306765246","0.207838131204808","0.308149043557632","0.573459063323579","0.292026188980639","-0.367055293629132","0.752282899251624","0.339299564585007","0.528813855064413","0.0735740568572467"
"AT1G43605","","B","-1.94181045169515","-2.55581372449225","-1.25250392460104","-1.69987513069427","-2.34037041168854","-2.01149878131177","-2.26965820355045","-2.31588108274744","-0.0803787868922594","-0.407736135213509","0.512984749886047","0.175793802469461","0.275136914583468","0.0473767904174371","-0.0117064446376984","-0.103785913131847","0.952771559140779","0.858316729917488","0.666791634330943","0.495996793819401","0.697434215734822","0.255570808969423","0.864786716881984","-0.28976656692368","1.92311471663396","1.79887718916798","1.2015452360544","1.53210788839491","1.09069472245731","1.56191714989425","0.649132013118413","1.72043592570743"
"AT3G18080","BGLU44","B","-0.79477258852717","-0.641084899207631","-1.7427867783066","-1.02602213554544","-1.39189669613385","-1.25722069999183","-0.609939960348155","-1.94565220368689","-2.2017533468437","-1.29972187415633","-2.25945672478997","-0.422515585434718","-0.796422244790144","-1.46094100733039","-0.702051852352613","-0.618111693919789","1.52146941399193","1.51808739788468","1.7165947599593","1.5684861104327","1.01368359906242","0.863664589834911","1.36325098529321","1.39680785903152","2.09297919053793","1.55437664220168","1.20420913581792","1.69720768360646","0.197134719819283","0.719329212570332","0.508918812651202","0.234150178669731"
"AT2G30820","","B","0.72883003137316","0.351434360246013","0.14202144440537","0.440163020757057","0.56607169064474","-0.0444080915196006","-0.10528455469206","-1.10258822388693","-1.68456209062031","-2.12621696291983","-3.37012635353213","-0.473066178243051","-1.14256302008966","-0.197585850498197","-0.75902130169108","-3.37012635353213","2.00881741666279","1.32535803490506","1.9642063780681","1.35330918566022","1.130423067112","1.18026930102358","1.24560765287987","0.90504136700954","0.680171828232941","0.682404334107455","0.666219651947946","1.06989413485655","-0.721565574233731","-0.366048163861614","-0.711656833121831","-0.265423347450221"
"AT1G03620","","B","-0.676448675872907","-1.3100397804798","-0.442809654998366","-0.901241395373457","-0.44846283833611","0.160255928416824","-1.84619246707491","-2.10992084014676","-1.66338859874154","-1.83225875929737","-1.11865615355056","-0.548421337377536","-1.12574284043094","-3.07616814990967","-0.749982900347078","-0.498450628596908","1.22982641194508","1.69576480459035","1.33314771304713","1.43394818161198","1.38164894461436","0.995300884856275","1.15197292579748","1.22942224373148","1.1253992536175","1.60944868052705","0.792444630390408","1.17891049655153","0.859801672387795","1.69351311660716","-0.301119282578798","0.778498414420314"
"AT4G32980","ATH1","B","-0.789592104634976","-1.89852069555396","-2.14307050387062","-0.979050172027491","-1.34393323259838","-0.654935398797179","-0.615058115648401","-0.770348712064191","-0.587460912982589","-2.14307050387062","-1.35984101214484","-0.215574816914137","-1.28029108596929","-1.32466156254972","0.0740970211472476","0.0979942532881877","2.05635095846215","1.52940015717731","2.47407498882745","1.66729705641334","1.14285109186314","0.78657254283147","0.379170672818363","0.7028191045058","2.39340599919052","1.63572504153991","0.489842684100937","1.780750478572","-1.14026830523078","0.264065366496193","-0.381303087431649","0.152562805054811"
"AT5G42530","","B","-2.07088573030492","-1.60092382343425","-1.02184084461772","-2.04536663573102","-1.96616894136327","-1.40494220215341","0.454765032614731","-0.855256411744841","0.337488732665794","-2.54474398532722","-0.727764868632403","-1.9024688111147","1.8512915967105","-0.826489633816997","1.7490650449632","1.24592623800537","-0.526179753591561","-0.525005022014383","0.40938370994036","0.741749102783166","0.531169557129383","0.855943332824375","0.846126806486267","1.00719657614441","2.10132087708264","1.42768697745121","1.01667479046152","1.63808423974471","0.852640102898565","0.818148907425551","-0.389688117800105","0.523063156315049"
"AT1G03820","","B","0.244993098156991","-0.259786771620441","-1.04164575916242","-0.332603521220655","-0.496082619880411","-0.711377384348657","-1.04669981870959","-1.0976669234642","-0.878024123412047","-2.10814578296979","-2.56469021199472","-1.18536911802135","-1.55707377073834","-2.08457368736865","-1.38240772472786","-2.11399550237208","1.46489488106021","1.26716728667211","1.26089542466801","1.1145276654526","0.945632659316438","0.96281000373744","0.654961572223167","0.591124915222801","1.73575265375671","1.47657811207631","1.38778595130833","1.69949167515376","1.10370253207355","1.3299505014571","0.960092640622468","0.659781147053202"
"AT5G01210","","B","-1.14476093640736","0.593420620748883","-0.299587328872969","0.788076511917249","-0.460072952386078","-0.0419977405785374","-0.00536687136981229","0.933623676601178","-0.230620967006124","0.744461357046408","-4.08440817455128","-0.941595978352862","-1.65250158645788","0.177624854693441","-2.15385003382822","-1.44038330524962","0.902971918466182","-1.97364507656365","-0.050747742934198","1.33719696254527","0.50336585799776","1.58073517381086","0.498710331564178","1.33529645586231","-0.482813781790436","0.0754217096681939","-1.15943692939103","0.50894558632858","0.997935838664377","1.92139239226242","1.83073563130386","1.39187452625889"
"AT5G53880","","B","-0.760084780196329","-0.456278572654996","-1.21699015847392","-0.802803874217984","-0.846706452953209","-0.391263993018475","-0.11578115843564","-1.2861208865927","-0.267440276650505","-1.74423075879352","-3.12292144297878","-1.5300226169994","-1.3520593395889","-1.2150144063585","-1.07680109297516","-1.89290475520341","1.75386942265277","1.56305269700062","1.66660013124902","1.44517617594568","1.01281811566031","1.37525564053814","1.10417574631078","1.15643819157571","1.68356758403244","1.43854585549842","1.13297681355272","1.43767154270834","0.685246501519925","0.729258281005503","0.21879122029444","-0.326019353453417"
"AT5G12270","","B","-0.963495749016928","-0.876139549005277","-1.2431981409207","-1.15106065867796","-1.70357383777217","-1.5099720223681","-0.98540758964447","-2.81009358854002","-1.66364319617986","-0.282826962308458","-1.4644354623704","-1.11470712147725","-0.6427584454027","-0.946961990691802","-1.08152877645121","-1.19862337699016","1.42988738127737","1.45866806672423","0.811475428809646","1.42857756181056","0.659625819516063","0.893498592664358","1.10475739089227","1.20253296906842","1.20904353609731","1.35518181515933","1.66403349819381","1.15313641022928","1.42877834599912","1.18386579636548","1.15395371187955","1.50141014313068"
"AT4G04220","AtRLP46","B","-0.390945535025712","0.656378419057374","-1.63026130888721","1.04258113618583","-0.183048569013307","0.909277170582912","1.59361039025331","-1.63026130888721","-0.217481757719085","-1.63026130888721","1.34230278023244","-1.63026130888721","-1.63026130888721","-1.63026130888721","-0.331650771781793","1.44952924253445","-1.63026130888721","0.389477654425622","0.814638739444362","1.37847994939034","1.77291280854196","1.19096256157922","1.21548747205316","-1.63026130888721","1.38713021317026","-1.63026130888721","0.692281996858027","0.364190034920145","-1.63026130888721","-1.63026130888721","1.57702641623306","1.27973404583677"
"AT1G16530","LBD3","B","0.422576807957379","-0.220326987127346","0.0357306430226156","0.497588192268819","0.0744960766639489","-1.24290728090964","-0.938780494728827","-1.17286587188368","-1.45525962504406","-0.277517393384444","-1.97032359710269","-0.638815306799376","-2.4932864136124","-0.783121551596119","-2.9836184959298","-2.87262185454254","1.81810082468671","1.5127549200025","1.43277676261141","1.77001123846743","0.920966076855666","0.977986291317371","0.588734190715503","0.687174999497894","0.960325107685132","1.11161569238619","0.672711450770373","1.05927828363893","0.68897538589657","1.01366840697963","0.386950503513506","0.417023017723355"
"AT3G27400","","B","0.373888833990123","-0.0784519910461787","-0.417267186245808","0.0113271182420256","-0.479881211952065","-1.43816104479364","-0.921087353511713","-1.46029335012973","-2.56583510688409","-1.28666554239004","-1.06138080459919","-2.12267679383382","-1.36012854128655","-1.15463158353676","-1.20896950618186","-2.41046737953024","1.54249893698025","1.30264592529826","1.80635862115864","1.13954846950662","0.913273801110816","0.785842392406326","0.733650490424128","0.795816358093276","1.81693900222161","1.53638921811639","0.741376793771276","1.36748196956552","0.525098427210843","1.6182986326311","0.964855769000545","-0.00939336380607525"
"AT5G52320","CYP96A4","B","-0.599333499848841","-1.60500693150782","-1.78575500154619","-0.894579023787215","-1.06819117721283","-1.2087295171186","-2.05859935563035","-1.09235204586745","-0.253825234373939","-1.30653825424747","-1.27536986390456","0.241676807988027","-0.451519503231588","-0.181989929312595","1.42932808611716","0.303623752424887","-0.790449623839441","-1.50276747746255","-0.334057261368114","-0.314636522928311","0.593345185776149","-0.98601118266843","1.08530549060086","0.178258909791223","1.5250326523075","1.91383160714808","2.11205190845325","1.82931431780432","2.05520008112142","1.69195717060853","2.1741118660285","0.576673569686384"
"AT3G46110","","B","0.103888730298843","-0.25779186280207","0.809096835029404","0.334419547274995","-0.794464121878181","-0.560708792536817","-0.161185350520374","-0.292606715282545","-1.60553676444628","-2.24167686175209","-1.4584473700263","-2.24167686175209","-0.634597009353328","-1.14057131830925","-1.4509387933834","-2.24167686175209","1.03420961086077","1.48301886617793","1.56623311928655","1.84744739487496","1.11573331732676","1.62682931408034","1.17729152677145","1.60737798877337","0.352058570403692","1.59255741106613","1.02204643448097","1.1778751844693","-1.65484562397811","0.634699683144348","0.289958173460867","-1.03801740000776"
"AT4G11320","RDL5","B","-0.245784434057137","-0.876451923980426","-0.333942890506023","-0.122733578935273","-1.08966182562173","-0.365420524373837","-0.152583440343076","-2.13773860516636","-3.32790774957426","-0.501383288469706","-2.4587975156194","-0.808107306410632","-1.34478616859306","-0.203001465937289","-0.350581251945641","-0.478313179362324","1.80976012162348","1.798974520448","1.53185374148603","1.83663019029961","1.45313688496836","1.53085001839603","1.61735196589509","1.9316049528564","0.270351945287706","0.667647314447333","0.469544655689361","0.649669333662342","-0.284708028021914","-0.12466171239957","-0.19154604345889","-0.1692647122832"
"AT4G22730","","B","-1.02642944058181","-0.639121653775965","-0.246931943672527","-0.33421925443736","-1.31903566139445","-1.16743559070924","-0.897562961367114","-1.80075320194483","-1.4654794353656","-0.971158262649214","-1.57718946791553","-0.752933797999611","-2.76081093761235","-0.825609545313525","-0.552988370899976","-1.04461832777904","1.28582280202016","1.38481131646359","1.72117613451007","1.50712289958489","0.95050786587176","0.624917788991253","0.879318898455336","1.40125895843277","1.97563591995073","1.85151581246329","1.46446577488328","1.77048853722343","0.113835562291395","0.323918026388714","0.316275803284882","-0.188794247397411"
